Farmer_ID,Application_Date,Age,Gender,Education_Level,Marital_Status,Family_Size,Dependents,Farming_Experience_Years,State,District,Farm_Size_Acres,Land_Ownership,Soil_Type,Soil_Quality_Index,Irrigation_Availability,Primary_Crop,Secondary_Crop,Annual_Rainfall_mm,Average_Temperature_C,Humidity_Percent,Flood_Risk,Drought_Risk,Cyclone_Risk,Pest_Risk,Weather_Risk_Index,Climate_Zone,Average_Yield_Last3Years_TonsPerAcre,Crop_Insurance,Government_Subsidy,MSP_Eligible,Annual_Farm_Income,Annual_Farm_Expenses,Tractor_Ownership,Farm_Equipment_Value,Livestock_Count,Asset_Value,Liability_Value,Savings,Bank_Balance,Credit_Score,Existing_Loan_Count,Existing_Loan_Amount,Previous_Default,Repayment_History_Score,Debt_to_Income_Ratio,Loan_Amount_Requested,Loan_Purpose,Interest_Rate_Percent,Loan_Tenure_Months,EMI,Income_Stability_Index,Farm_Productivity_Index,Climate_Risk_Index,Financial_Health_Index,Loan_Affordability_Index,Asset_Strength_Index,Overall_Risk_Factor,Risk_Score,Loan_Status,Application_year,Application_month,Application_day
AGR115742,2021-04-18,44.0,Male,Higher Secondary,Married,7.0,4.0,25.0,Odisha,Puri,1.22,Owned,Laterite,46.1,,Rice,Pulses,1069.0,27.3,62.4,,,,Medium,15.2,Semi-Arid,3.94,,,,81418.0,27265.0,,43190.0,5.0,100373.0,24533.0,16835.0,5841.0,533.0,0.0,0.0,,97.1,0.03,20000.0,Seeds,12.44,24.0,945.57,60.6,63.7,8.2,71.5,67.3,45.9,48.2,47.8,Approved,2021,4,18
AGR117448,2024-10-08,58.0,Male,Secondary,Married,4.0,2.0,40.0,Tamil Nadu,Chennai,1.58,Owned,Alluvial,75.5,,Rice,Banana,1000.4,32.9,33.0,,,,Medium,25.0,Semi-Arid,4.25,,,,86833.0,53068.0,,89335.0,2.0,148132.0,53773.0,7269.0,5000.0,451.0,1.0,0.0,,83.5,0.062,23359.0,Unknown,13.45,60.0,536.91,71.9,70.5,25.6,69.3,71.6,60.5,49.4,47.3,Approved with Conditions,2024,10,8
AGR118862,2025-05-28,26.0,Male,Higher Secondary,Married,5.0,2.0,11.0,Jharkhand,Bokaro,2.19,Leased,Unknown,62.6,,Unknown,Pulses,1008.6,27.3,48.4,,Unknown,,Low,47.8,Semi-Arid,3.34,,,,113331.0,75713.0,,11041.0,4.0,232966.0,48602.0,24320.0,18416.0,494.0,1.0,99598.0,,85.0,0.922,92548.0,Farm Expansion,13.38,120.0,1402.64,55.1,66.4,45.8,53.6,66.3,50.9,61.0,45.9,Approved,2025,5,28
AGR105804,2025-06-10,60.0,Male,Primary,Married,5.0,2.0,27.0,Karnataka,Mangaluru,0.69,Owned,Red,57.8,,Millets,Sugarcane,12446.4,19.8,55.6,,,,Low,9.9,Humid Sub-Tropical,3.91,Unknown,Unknown,,50000.0,22643.0,,29961.0,5.0,110059.0,29483.0,3230.0,0.0,398.0,1.0,37024.0,,70.0,0.187,20000.0,Livestock,15.99,36.0,703.07,64.0,62.0,9.3,46.7,50.2,53.6,59.6,56.4,Approved with Conditions,2025,6,10
AGR111283,2022-07-20,50.0,Unknown,Secondary,Married,8.0,4.0,27.0,Haryana,Panipat,2.21,Owned,Alluvial,74.1,,Wheat,Bajra,609.1,20.3,42.6,,,,Medium,47.6,Arid,3.44,,,,197500.5,59003.0,,104205.0,7.0,430398.0,165517.0,3074.0,3431.0,473.0,0.0,0.0,,80.2,0.162,154512.0,Processing Unit,13.96,24.0,7415.83,57.3,53.3,45.1,65.1,22.0,47.6,71.7,37.9,Approved with Conditions,2022,7,20
AGR110238,2024-11-26,45.0,Male,Primary,Married,2.0,1.0,28.0,Unknown,Kota,0.62,Mixed,Sandy,44.3,,Mustard,Guar,171.5,29.2,25.3,,,,Medium,20.9,Arid,2.41,Unknown,,,50000.0,49579.0,,144590.0,2.0,144429.0,45209.0,4600.0,0.0,456.0,0.0,0.0,,71.6,0.09,37485.0,Farm Expansion,13.01,48.0,1005.84,53.1,29.3,12.7,70.8,67.0,39.6,65.6,38.5,Approved with Conditions,2024,11,26
AGR116169,2025-04-09,49.0,Male,Illiterate,Married,6.0,3.0,28.0,Jharkhand,Hazaribagh,2.69,Owned,Red,67.2,,Maize,Pulses,1907.0,28.2,52.6,,,,Medium,43.7,Humid Sub-Tropical,4.48,,,,97835.0,83403.0,,105034.0,6.0,329969.0,17228.0,20742.0,8878.0,325.0,0.0,0.0,,59.2,0.018,101601.0,Processing Unit,16.0,12.0,9218.34,44.6,67.9,46.2,51.8,6.5,50.9,98.9,23.7,Rejected,2025,4,9
AGR108964,2024-11-08,30.0,Female,Higher Secondary,Married,7.0,2.0,13.0,Rajasthan,Udaipur,0.84,Owned,Sandy,44.7,,Bajra,Wheat,427.1,34.1,30.3,,,,Medium,20.1,Arid,1.76,,,,50000.0,51677.0,,42560.0,3.0,65856.0,9538.0,12327.0,0.0,419.0,0.0,0.0,,74.6,0.019,20000.0,Seeds,15.03,24.0,969.99,53.9,27.8,12.4,62.6,59.0,60.8,58.8,46.8,Approved with Conditions,2024,11,8
AGR109046,2022-08-28,37.0,Male,Higher Secondary,Married,7.0,2.0,17.0,Bihar,Muzaffarpur,1.99,Owned,Clay Loam,70.3,,Rice,Jute,1194.1,21.8,48.8,,,,Low,40.0,Unknown,4.61,,,,110249.0,26320.0,,51024.0,5.0,203048.0,66482.0,3360.0,4710.0,497.0,1.0,20000.0,,69.5,0.187,20000.0,Seeds,15.08,24.0,970.54,56.6,64.9,39.8,57.3,78.0,50.9,60.9,37.2,Approved with Conditions,2022,8,28
AGR103753,2023-05-02,37.0,Male,Primary,Married,3.0,1.0,16.0,Odisha,Sambalpur,13.55,Shared,Alluvial,78.7,,Groundnut,Pulses,1493.7,32.7,49.1,,,,Low,41.0,Semi-Arid,3.93,Unknown,,,712542.0,337304.0,,836453.0,3.0,1894282.0,415590.0,108182.0,45305.0,498.0,1.0,116364.0,,77.6,0.222,346177.0,Irrigation,12.72,36.0,11616.69,56.1,66.2,43.5,57.6,63.5,55.5,55.2,47.9,Approved,2023,5,2
AGR114717,2025-07-13,50.0,Male,Higher Secondary,Married,6.0,2.0,34.0,Andhra Pradesh,Vijayawada,4.11,Mixed,Alluvial,76.7,,Rice,Sugarcane,709.4,30.4,30.4,,,,Medium,18.9,Semi-Arid,4.14,,,,211969.0,130538.0,,620382.0,3.0,955817.0,301511.0,23160.0,6225.0,465.0,0.0,0.0,,86.1,0.142,133048.0,Equipment,14.31,48.0,3656.61,56.9,65.5,16.5,69.4,61.7,55.7,53.6,37.6,Approved with Conditions,2025,7,13
AGR105535,2023-12-01,33.0,Male,Primary,Married,9.0,5.0,12.0,Odisha,Rourkela,4.06,Mixed,Laterite,60.6,,Groundnut,Pulses,11056.0,26.3,43.2,,,,Unknown,20.5,Semi-Arid,4.76,,,,63002.0,69461.0,,147217.0,2.0,141378.0,11618.0,14514.0,1668.0,533.0,1.0,67546.0,,87.3,1.091,23620.0,Equipment,11.93,12.0,2097.87,71.0,77.7,12.0,46.8,46.4,52.9,65.9,44.2,Approved,2023,12,1
AGR113922,2025-09-23,36.0,Male,Primary,Married,7.0,3.0,19.0,Gujarat,Rajkot,4.89,Leased,Sandy Loam,54.2,,Groundnut,Castor,929.0,25.5,43.6,,,,Medium,42.2,Semi-Arid,3.42,,,,2301352.0,181577.0,,104571.0,5.0,902863.0,330318.0,30582.0,6632.0,494.0,3.0,64997.0,,96.5,0.341,94640.0,Livestock,12.85,36.0,3182.21,40.0,59.2,45.4,55.1,69.4,48.5,68.6,32.3,Rejected,2025,9,23
AGR109870,2021-10-25,45.0,Male,Graduate,Married,5.0,2.0,52.0,Punjab,Bathinda,2.2,Leased,Loamy,91.7,,Wheat,Cotton,668.6,20.4,43.2,,,,High,30.9,Arid,4.13,,Unknown,,157348.0,120250.0,,223244.0,0.0,304723.0,84412.0,25395.0,16226.0,460.0,1.0,0.0,,63.9,0.054,20208.0,Fertilizer,14.4,120.0,318.67,43.9,63.6,16.4,59.0,76.4,58.0,54.9,55.1,Approved with Conditions,2021,10,25
AGR118306,2023-07-25,31.0,Male,Primary,Single,7.0,3.0,13.0,Tamil Nadu,Madurai,3.22,Leased,Alluvial,77.5,,Rice,Banana,606.1,28.1,29.1,,,,Low,25.2,Arid,4.28,,,,230185.0,177827.0,,157796.0,0.0,561722.0,56288.0,50017.0,30269.0,527.0,0.0,0.0,,76.8,0.024,202964.0,Cold Storage,12.51,60.0,4567.44,55.7,68.9,17.0,61.5,66.6,53.8,54.2,68.0,Approved,2023,7,25
AGR116589,2025-09-01,36.0,Male,Primary,Married,6.0,2.0,19.0,Karnataka,Belagavi,18.38,Shared,Laterite,49.5,,Coffee,Ragi,1348.3,29.5,57.0,,,,Low,13.3,Semi-Arid,3.94,,,,1566534.0,736407.0,,105546.0,0.0,2789030.0,578573.0,109487.0,15180.0,464.0,0.0,0.0,,67.0,0.037,502501.0,Equipment,11.61,24.0,23562.37,59.3,56.9,17.8,66.5,73.2,55.1,50.7,51.9,Approved,2025,9,1
AGR100104,2022-10-12,41.0,Female,Higher Secondary,Single,2.0,1.0,26.0,Odisha,Cuttack,11.18,Owned,Alluvial,64.9,,Groundnut,Pulses,1986.8,21.8,53.5,,Unknown,,Medium,48.2,Humid Sub-Tropical,3.82,,,,570470.0,213754.0,,36120.0,4.0,1822230.0,873969.0,23892.0,7651.0,495.0,1.0,0.0,,84.7,0.153,213348.0,Livestock,12.66,12.0,19021.94,45.0,65.6,53.7,62.5,58.4,52.0,66.0,39.3,Approved with Conditions,2022,10,12
AGR104852,2022-01-04,50.0,Male,Graduate,Married,7.0,4.0,35.0,West Bengal,Asansol,7.66,Owned,Unknown,87.8,,Jute,Potato,1349.9,22.0,40.3,,,,Low,12.0,Semi-Arid,4.49,Unknown,,,412143.0,234877.0,,457226.0,7.0,727192.0,55799.0,23160.0,23103.0,529.0,0.0,0.0,,74.0,0.014,41880.0,Fertilizer,11.96,48.0,1101.94,68.6,75.5,5.0,66.3,74.9,60.2,43.4,54.6,Approved,2022,1,4
AGR100906,2025-01-24,50.0,Male,Illiterate,Married,8.0,3.0,32.0,Maharashtra,Aurangabad,1.22,Owned,Black,80.0,,Cotton,Onion,1379.2,34.8,52.7,Unknown,,,Medium,19.0,Semi-Arid,3.83,,,,68533.0,24151.0,,50269.0,2.0,138237.0,43887.0,6264.0,12280.0,300.0,1.0,54005.0,,48.9,0.852,43835.0,Farm Expansion,16.0,12.0,3977.15,54.3,69.4,13.0,37.9,29.2,53.4,82.8,9.6,Rejected,2025,1,24
AGR109952,2024-08-02,24.0,Male,Post Graduate,Married,5.0,2.0,9.0,West Bengal,Darjeeling,7.88,Mixed,Unknown,61.5,,Jute,Wheat,1555.4,23.5,47.7,,,,Low,36.7,Humid Sub-Tropical,4.44,,,,388774.0,211471.0,,129591.0,0.0,990785.0,130668.0,8969.0,0.0,307.0,1.0,726830.0,,47.4,1.903,90999.0,Irrigation,16.0,48.0,2578.94,46.9,70.0,33.3,59.8,45.3,47.7,100.0,8.6,Rejected,2024,8,2
AGR100907,2023-05-09,24.0,Male,Higher Secondary,Married,1.0,0.0,5.0,Haryana,Hisar,5.5,Owned,Alluvial,93.3,,Wheat,Bajra,513.6,18.2,45.9,,,,Medium,28.6,Arid,2.98,,,,201869.0,85440.0,,99538.0,2.0,739987.0,212899.0,44001.0,17689.0,311.0,1.0,293801.0,,44.1,1.561,81796.0,Irrigation,16.0,36.0,2318.13,44.6,53.6,21.0,15.3,48.3,56.4,100.0,4.6,Rejected,2023,5,9
AGR104148,2022-08-09,45.0,Male,Primary,Married,8.0,4.0,30.0,Maharashtra,Kolhapur,3.89,Owned,Unknown,76.3,,Cotton,Jowar,1291.4,31.5,34.0,,Unknown,Unknown,Low,37.2,Semi-Arid,4.34,,,Unknown,200139.0,60114.0,,123923.0,6.0,562992.0,157412.0,20986.0,7887.0,435.0,0.0,0.0,,69.0,0.079,90931.0,Storage,14.09,120.0,1513.64,49.7,75.3,40.2,62.8,64.4,50.9,59.6,45.9,Approved with Conditions,2022,8,9
AGR100488,2024-09-06,38.0,Male,Primary,Married,7.0,4.0,22.0,Tamil Nadu,Chennai,13.94,Owned,Red,54.5,,Unknown,Banana,1426.3,32.4,52.5,,,,Medium,28.4,Semi-Arid,4.08,,,,694608.0,500552.0,,74176.0,7.0,2504188.0,465720.0,110567.0,3280.0,353.0,1.0,21850.0,,39.8,0.099,359567.0,Farm Expansion,15.64,48.0,10124.17,69.6,55.9,19.9,50.1,58.4,61.2,70.7,23.9,Rejected,2024,9,6
AGR106399,2024-10-04,47.0,Male,Graduate,Unknown,9.0,4.0,28.0,West Bengal,Howrah,9.24,Mixed,Alluvial,71.8,,Jute,Wheat,1579.6,27.0,54.9,,,,Low,24.3,Humid Sub-Tropical,3.33,,,,357332.0,137288.0,,163545.0,5.0,1356054.0,188460.0,31702.0,19598.0,464.0,1.0,114157.0,,74.2,0.372,60293.0,Fertilizer,14.09,120.0,944.07,34.0,43.4,24.4,59.9,76.7,50.4,65.4,35.5,Approved with Conditions,2024,10,4
AGR104978,2023-04-22,55.0,Male,Illiterate,Married,7.0,3.0,40.0,West Bengal,Howrah,6.33,Leased,Alluvial,81.8,,Jute,Potato,2232.1,28.5,58.5,,,,Low,10.2,Humid Sub-Tropical,5.07,,Unknown,,197500.5,115819.0,,163491.0,6.0,964568.0,130972.0,25909.0,12311.0,499.0,1.0,82099.0,,83.9,0.362,159126.0,Equipment,12.11,12.0,14146.1,65.2,73.3,0.6,67.2,57.1,56.7,58.6,44.1,Approved,2023,4,22
AGR103015,2023-03-07,48.0,Male,Higher Secondary,Married,7.0,2.0,27.0,Andhra Pradesh,Nellore,0.63,Owned,Alluvial,85.1,Unknown,Rice,Groundnut,570.5,26.3,30.4,,,,Low,14.4,Arid,3.44,Unknown,,,50000.0,43092.0,,137376.0,1.0,170997.0,30781.0,5802.0,6061.0,501.0,0.0,0.0,,84.1,0.062,23998.0,Equipment,14.09,36.0,800.12,48.5,57.7,22.1,70.1,75.9,52.4,49.3,51.8,Approved,2023,3,7
AGR104797,2025-08-13,50.0,Male,Unknown,Married,6.0,3.0,34.0,Maharashtra,Nagpur,18.77,Owned,Black,54.5,,Sugarcane,Onion,1576.5,21.1,55.2,,,,Medium,43.2,Humid Sub-Tropical,2.84,Unknown,,,823544.0,359431.0,,618863.0,5.0,2893583.0,130972.0,24563.0,3157.0,558.0,1.0,617246.0,,84.0,0.888,144303.0,Seeds,12.35,36.0,4817.38,57.2,34.7,47.9,55.0,79.2,54.7,67.8,49.6,Approved,2025,8,13
AGR111663,2023-03-09,65.0,Male,Primary,Married,4.0,2.0,47.0,Gujarat,Vadodara,2.69,Owned,Sandy Loam,63.4,,Groundnut,Wheat,830.1,21.4,52.0,,,,Medium,21.4,Semi-Arid,4.61,,,,170168.0,84659.0,,132343.0,3.0,425693.0,104194.0,6284.0,3858.0,451.0,3.0,94301.0,,76.5,0.615,22384.0,Seeds,14.43,48.0,616.45,66.7,71.8,10.7,53.1,74.1,50.9,52.1,38.6,Approved with Conditions,2023,3,9
AGR119914,2022-06-01,51.0,Male,Higher Secondary,Married,9.0,3.0,30.0,Bihar,Gaya,3.3,Owned,Alluvial,89.1,,Rice,Wheat,1039.7,21.8,48.6,,,,Medium,16.3,Semi-Arid,4.04,,,,185693.0,82396.0,,132343.0,6.0,456997.0,103984.0,38155.0,12421.0,478.0,1.0,44280.0,,68.1,0.294,20000.0,Seeds,13.15,24.0,952.24,53.9,71.0,9.5,69.7,67.0,49.4,57.6,49.8,Approved,2022,6,1
AGR105588,2022-08-04,62.0,Female,Secondary,Widowed,9.0,5.0,27.0,Maharashtra,Aurangabad,3.47,Owned,Red,55.9,,Sugarcane,Jowar,1058.85,29.8,51.7,,,,Low,49.2,Semi-Arid,3.38,Unknown,,,254420.0,108683.0,,73097.0,2.0,285702.0,32721.0,13880.0,14.0,460.0,1.0,179795.0,,66.9,0.72,81317.0,Greenhouse,13.35,36.0,2753.79,64.2,51.2,50.1,55.5,65.8,44.0,71.6,44.4,Approved with Conditions,2022,8,4
AGR119960,2023-07-16,50.0,Male,Higher Secondary,Married,6.0,3.0,34.0,Telangana,Khammam,1.82,Owned,Red,51.1,,Cotton,Maize,1078.1,27.7,44.2,,,,Low,36.1,Semi-Arid,3.81,,,,144957.0,122503.0,,87335.0,5.0,208042.0,51792.0,35457.0,23390.0,451.0,1.0,293980.0,,100.0,2.064,79680.0,Farm Expansion,13.55,36.0,7137.44,51.3,61.8,51.9,38.8,18.5,50.9,99.1,38.9,Approved with Conditions,2023,7,16
AGR116958,2021-06-09,41.0,Male,Higher Secondary,Married,7.0,4.0,22.0,Odisha,Cuttack,9.58,Leased,Laterite,63.1,,Groundnut,Pulses,1453.9,28.3,44.4,,,,Medium,57.8,Semi-Arid,2.89,,,,470381.0,213149.0,,74410.0,2.0,1508207.0,218034.0,110575.0,64020.0,500.0,0.0,0.0,,78.7,0.046,180104.0,Livestock,13.76,36.0,6134.43,36.4,56.9,55.3,61.7,72.3,52.3,65.6,41.7,Approved with Conditions,2021,6,9
AGR106007,2024-03-20,48.0,Male,Secondary,Married,6.0,3.0,31.0,Assam,Guwahati,1.56,Owned,Loamy,65.0,Unknown,Rice,Jute,2554.3,28.1,88.5,,,,High,54.1,Humid Sub-Tropical,4.29,,,,107700.0,64210.0,,149069.0,1.0,256962.0,43621.0,18021.0,7369.0,472.0,1.0,43402.0,,71.6,0.443,20000.0,Fertilizer,14.39,24.0,963.99,61.3,64.9,59.9,58.6,69.9,43.7,70.9,41.2,Approved with Conditions,2024,3,20
AGR107520,2024-11-05,50.0,Female,Graduate,Single,6.0,3.0,30.0,Punjab,Patiala,1.69,Owned,Loamy,85.3,,Wheat,Maize,604.6,19.5,37.1,,,,Medium,79.6,Arid,3.54,,,,61623.0,25475.0,,82332.0,3.0,556061.5,130972.0,8710.0,3562.0,477.0,0.0,0.0,,96.3,0.092,26309.0,Equipment,15.35,48.0,736.85,55.5,60.1,75.6,72.4,75.6,47.7,61.9,35.2,Approved with Conditions,2024,11,5
AGR117630,2024-12-27,42.0,Male,Primary,Married,6.0,3.0,23.0,Tamil Nadu,Salem,24.37,Owned,Red,66.4,,Rice,Millets,1296.3,31.5,42.1,,,,High,26.8,Semi-Arid,2.61,Unknown,,,896306.0,347126.0,,105220.0,5.0,3512592.0,781694.0,30035.0,6976.0,467.0,2.0,20000.0,Unknown,65.0,0.11,481944.0,Storage,13.83,84.0,8986.53,57.3,45.2,17.3,57.7,69.7,46.3,55.2,38.6,Approved with Conditions,2024,12,27
AGR113896,2023-05-20,35.0,Male,Graduate,Unknown,6.0,2.0,20.0,Gujarat,Rajkot,7.2,Owned,Black,67.0,,Cotton,Castor,1058.85,19.1,36.2,,,,Medium,43.5,Semi-Arid,3.27,,,,370735.0,248972.0,,193925.0,2.0,536985.0,130972.0,37527.0,17868.0,460.0,1.0,115285.0,,64.5,0.359,141068.0,Equipment,13.92,6.0,24475.15,54.1,51.9,36.2,61.3,28.9,61.6,74.0,42.4,Approved with Conditions,2023,5,20
AGR116202,2024-11-11,38.0,Male,Secondary,Married,5.0,3.0,21.0,Madhya Pradesh,Jabalpur,74.51,Owned,Unknown,69.5,,Wheat,Gram,1337.9,23.2,32.1,,,,Low,20.7,Semi-Arid,3.6,,,,2541358.0,1745223.0,,1090800.0,4.0,7720838.0,2056061.0,192832.0,108626.0,603.0,3.0,75825.0,,69.9,0.111,915049.0,Livestock,11.31,60.0,20037.52,53.9,61.3,19.7,66.0,89.4,66.4,45.7,49.9,Approved,2024,11,11
AGR104290,2024-12-10,59.0,Female,Graduate,Married,6.0,3.0,43.0,Haryana,Panipat,7.09,Mixed,Alluvial,66.5,,Wheat,Sugarcane,523.3,22.5,30.0,,,,Medium,48.3,Arid,3.15,,,,249436.0,137880.0,,55983.0,3.0,1014752.0,59257.0,57313.0,33056.0,327.0,3.0,93553.0,,32.1,0.399,73604.0,Livestock,16.0,60.0,1789.9,57.1,54.2,49.6,41.1,65.5,51.8,85.4,16.4,Rejected,2024,12,10
AGR102658,2023-05-26,40.0,Male,Unknown,Married,3.0,2.0,19.0,Haryana,Karnal,17.01,Owned,Alluvial,73.6,,Mustard,Bajra,471.7,29.6,29.6,,,,Medium,45.7,Arid,3.6,,,,883804.0,444290.0,,41953.0,4.0,2046138.0,95521.0,94017.0,44354.0,548.0,1.0,28679.0,,85.1,0.043,371587.0,Farm Expansion,12.23,36.0,33054.34,73.0,54.3,48.7,67.0,48.2,49.3,61.2,50.3,Approved,2023,5,26
AGR104989,2021-11-12,74.0,Male,Higher Secondary,Married,6.0,2.0,55.0,Haryana,Sirsa,10.96,Owned,Unknown,54.0,,Wheat,Bajra,863.5,28.1,24.5,,,Unknown,Low,17.7,Semi-Arid,3.83,,,,527182.0,379407.0,,175894.0,5.0,1929015.0,152804.0,113577.0,71456.0,576.0,1.0,146676.0,Unknown,97.8,0.307,64077.0,Equipment,10.79,24.0,13640.63,52.3,56.6,8.8,67.7,62.9,55.3,65.6,66.2,Approved,2021,11,12
AGR106089,2021-07-23,45.0,Male,Secondary,Married,7.0,2.0,51.0,Andhra Pradesh,Nellore,7.01,Owned,Red,56.7,,Rice,Groundnut,962.2,25.0,28.2,,,,High,52.1,Semi-Arid,3.6,,,,151343.0,58006.0,,14082.0,4.0,1128801.0,458093.0,19418.0,5490.0,434.0,2.0,177722.0,,76.8,1.477,20000.0,Seeds,15.94,36.0,566.22,53.9,36.9,52.4,39.6,63.1,50.9,81.7,29.9,Rejected,2021,7,23
AGR112010,2025-04-25,31.0,Female,Secondary,Married,7.0,3.0,16.0,Uttarakhand,Nainital,0.82,Owned,Alluvial,69.2,,Wheat,Millets,1480.3,21.4,41.9,,,,Low,0.0,Semi-Arid,3.79,,,,50000.0,10000.0,,73581.0,5.0,171280.0,52989.0,11078.0,4842.0,411.0,2.0,40903.0,,79.1,0.924,33518.0,Cold Storage,15.25,48.0,937.15,68.6,64.8,3.9,56.9,49.8,51.5,67.8,48.0,Approved with Conditions,2025,4,25
AGR115381,2023-01-24,44.0,Male,Post Graduate,Single,5.0,3.0,27.0,Madhya Pradesh,Indore,7.2,Owned,Red,57.4,,Wheat,Maize,1032.5,23.3,45.7,,,,Medium,21.2,Semi-Arid,3.39,,,,246862.0,149163.0,,153297.0,5.0,1064822.0,127928.0,11422.0,4198.0,483.0,1.0,98894.0,,91.2,0.452,37879.0,Seeds,12.7,36.0,1270.88,44.3,57.5,24.2,64.1,59.8,51.9,63.7,44.6,Approved,2023,1,24
AGR111610,2022-09-04,18.0,Male,Secondary,Married,7.0,3.0,0.0,Haryana,Hisar,1.78,Owned,Alluvial,57.8,,Wheat,Bajra,511.9,18.3,53.1,,,,High,29.3,Arid,3.6,,,,609260.0,33866.0,,1279056.0,3.0,396703.0,183160.0,10672.0,6568.0,418.0,1.0,20000.0,,69.7,0.629,63796.0,Cold Storage,14.81,36.0,2205.53,46.3,46.6,23.1,45.5,45.2,37.0,69.2,39.3,Approved with Conditions,2022,9,4
AGR103068,2024-10-10,43.0,Male,Illiterate,Single,12.0,4.0,28.0,Andhra Pradesh,Kurnool,4.23,Shared,Red,56.1,,Rice,Sugarcane,1208.7,29.3,47.8,,,,Low,32.5,Semi-Arid,3.24,,,,197500.5,115864.0,,54594.0,4.0,552776.0,68404.0,45881.0,8747.0,348.0,1.0,22658.0,,48.5,0.154,31650.0,Seeds,16.0,24.0,1549.69,58.7,50.3,33.2,42.5,66.7,48.6,81.8,19.0,Rejected,2024,10,10
AGR116609,2021-10-23,54.0,Male,Higher Secondary,Married,6.0,3.0,39.0,Assam,Silchar,6.54,Shared,Alluvial,75.5,,Rice,Pulses,2628.8,20.2,65.3,,,,Low,47.6,Humid Sub-Tropical,3.84,,,,15475.7,156334.0,,57835.0,3.0,477745.0,45427.0,22912.0,6988.0,460.0,0.0,0.0,,62.0,0.015,156456.0,Equipment,13.43,36.0,14005.66,29.0,50.0,50.6,64.3,43.8,54.9,73.8,44.1,Approved with Conditions,2021,10,23
AGR104349,2021-06-17,49.0,Male,Primary,Married,6.0,3.0,28.0,West Bengal,Kolkata,36.77,Owned,Alluvial,81.8,,Jute,Wheat,1839.2,28.2,44.0,,,,Low,65.0,Humid Sub-Tropical,4.0,,,Unknown,1349456.0,531507.0,,1085645.0,5.0,3300741.0,130972.0,153828.0,51661.0,528.0,1.0,139841.0,,76.7,0.205,186528.0,Fertilizer,13.39,12.0,16693.99,60.7,57.7,59.0,59.5,65.6,63.8,65.8,48.8,Approved,2021,6,17
AGR108253,2025-06-08,44.0,Unknown,Primary,Married,7.0,3.0,24.0,West Bengal,Howrah,3.07,Shared,Clay,67.1,,Rice,Wheat,1954.8,28.3,49.0,,,,Low,16.1,Humid Sub-Tropical,4.23,,,,144014.0,68189.0,,141561.0,4.0,529055.0,237815.0,30437.0,8747.0,443.0,0.0,0.0,,88.9,0.165,20000.0,Seeds,11.67,84.0,349.52,35.8,58.1,2.3,72.4,77.3,49.4,49.6,34.3,Approved with Conditions,2025,6,8
AGR110468,2022-11-04,30.0,Male,Primary,Unknown,4.0,2.0,9.0,Maharashtra,Pune,2.2,Owned,Black,77.0,,Cotton,Onion,1696.5,20.9,57.2,,,,Low,36.7,Humid Sub-Tropical,3.59,,,,150537.0,81772.0,,385952.0,5.0,340866.0,81956.0,19539.0,9451.0,430.0,0.0,0.0,,61.0,0.054,64077.0,Fertilizer,14.7,60.0,472.61,47.3,69.2,38.9,66.4,68.8,56.2,63.7,30.2,Rejected,2022,11,4
AGR102430,2021-11-03,47.0,Male,Secondary,Married,9.0,5.0,32.0,West Bengal,Darjeeling,16.35,Leased,Clay,62.3,,Rice,Potato,1617.0,26.4,55.0,,,,Medium,48.4,Humid Sub-Tropical,2.73,,,,622096.0,420091.0,,517991.0,3.0,2632736.0,797378.0,36503.0,4218.0,497.0,2.0,137325.0,,92.8,0.349,814088.0,Cold Storage,14.94,36.0,28196.06,53.9,45.6,41.3,69.3,45.3,58.5,66.5,33.6,Rejected,2021,11,3
AGR108419,2025-07-20,35.0,Male,Higher Secondary,Married,5.0,2.0,19.0,Haryana,Hisar,10.78,Owned,Unknown,79.2,,Wheat,Unknown,495.0,18.7,40.5,,,,Medium,21.2,Arid,2.39,,,,452341.0,273255.0,,132343.0,4.0,1807108.0,792887.0,10857.0,1654.0,527.0,0.0,0.0,,70.6,0.175,349241.0,Farm Expansion,13.78,48.0,9505.74,59.2,45.5,14.9,52.7,66.1,51.0,57.8,52.2,Approved,2025,7,20
AGR113481,2022-05-23,45.0,Male,Secondary,Married,5.0,2.0,41.0,Uttar Pradesh,Kanpur,20.94,Owned,Alluvial,50.4,,Rice,Mustard,1061.2,25.0,51.9,Unknown,,,Unknown,17.3,Semi-Arid,3.52,,,,801422.0,448841.0,,746795.0,5.0,3231349.0,735610.0,181961.0,60356.0,468.0,0.0,0.0,,78.6,0.092,257118.0,Storage,14.09,84.0,2783.61,74.2,54.2,19.7,54.8,73.5,48.5,72.7,28.4,Rejected,2022,5,23
AGR110079,2025-01-14,48.0,Male,Graduate,Widowed,5.0,3.0,27.0,Andhra Pradesh,Visakhapatnam,14.06,Owned,Red,56.6,,Rice,Groundnut,891.4,32.0,41.7,,,,Medium,40.3,Semi-Arid,3.65,,,,796949.0,514310.0,,659146.0,3.0,2057930.0,375589.0,75859.0,8747.0,404.0,0.0,0.0,,83.8,0.047,214709.0,Irrigation,15.23,36.0,7467.38,51.5,59.8,46.0,62.2,67.9,53.1,58.4,42.6,Approved with Conditions,2025,1,14
